Company Name,Company Type,Registered,Address,City,State,Country,NACE
O'NEILL ARCHITECTS LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"33 Pembroke Road, Ballsbridge ,Dublin 4, ",Dublin,Leinster,Ireland,[7111] Architectural Activities
MJH AVIATION LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"Hackettstown, Rush Road ,Skerries,Co. Dublin",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
PDSR DEVELOPMENTS LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"11 Abbots Grove Park, Knocklyon ,Dublin 16, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
FINAL INNOVATION LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"Clifton House Office 70, Fitzwilliam Street Lower ,Dublin 2, ",Dublin,Leinster,Ireland,[8299] Other Business Support Service Activities N.E.C.
IAN KELLY GENERAL MAINTENANCE SERVICES LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"Unit 8, Citylink Business Park, Old Naas Road ,Dublin 12, ",Dublin,Leinster,Ireland,[8122] Other Building And Industrial Cleaning Activities
SHAVES AND FADES LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"12 Crown Alley, Dublin 2 ",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
SOMERSET ENERGY HOLDINGS LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"70 Sir John Rogerson'S Quay, Dublin 2",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
MAYEAU LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"7 Richview Villas, Clonskeagh ,Dublin 14",Dublin,Leinster,Ireland,"[4799] Other Retail Sale Not In Stores, Stalls Or Markets"
CAT'S SHAKES LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"Brookfield Enterprise Centre, Rossfield Avenue ,Dublin 24",Dublin,Leinster,Ireland,[4719] Other Retail Sale In Non-Specialised Stores
KINGFISHER CAPITAL EUROPE DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),16/01/2018,"Dun Ri, Cross Avenue, Blackrock ,Co. Dublin, ",Dublin,Leinster,Ireland,[4110] Development Of Building Projects
ROYAL AMUSEMENTS LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"10 Rehoboth Place, South Circular Road ,Dublin 8",Dublin,Leinster,Ireland,[9329] Other Amusement And Recreation Activities
INIS HOPE LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"Apartment 501, Building 7, Vantage West ,Central Park,Leopardstown, Dublin 18",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
SERENITY VILLAGE LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"27 Edenmore Green, Raheny ,Dublin 5",Dublin,Leinster,Ireland,"[4752] Retail Sale Of Hardware, Paints And Glass In Specialised Stores"
"POW WOW FAIR AND EXHIBITION CONSULTANCY, COMPANY LIMITED BY GUARANTEE",Clg - Company Limited By Guarantee,16/01/2018,"Kandoy House, 2 Fairview Strand ,Dublin 3, ",Dublin,Leinster,Ireland,[4789] Retail Sale Via Stalls And Markets Of Other Goods
S.T. SCOTT TAVERNS LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"140 Capel Street, Dublin 1 ",Dublin,Leinster,Ireland,[5630] Beverage Serving Activities
TYSFJORDEN LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"Ground Floor, Imbus House, Dublin Airport ,Co. Dublin, ",Dublin,Leinster,Ireland,[7735] Renting And Leasing Of Air Transport Equipment
CLASSLINK LIMITED,Ltd - Private Company Limited By Shares,16/01/2018,"The Black Church, St. Mary'S Place ,Dublin, D07 P4ax",Dublin,Leinster,Ireland,[8560] Educational Support Activities
JB CONSERVATION AND TRAINING INTERNATIONAL LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"77 Merrion Square, Dublin 02 ,Ireland,Ireland",Dublin,Leinster,Ireland,[7219] Other Research And Experimental Development On Natural Sciences And Engineering
EB ROOFING LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"22a Newtown Cottages, Malahide Road ,Coolock,Dublin 17",Dublin,Leinster,Ireland,[4120] Construction Of Residential And Non-Residential Buildings
GARY DONNELLY & CO LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Salamander Lodge, 80 Sandford Road ,Ranelagh,Dublin 6",Dublin,Leinster,Ireland,"[6920] Accounting, Bookkeeping And Auditing Activities; Tax Consultancy"
C&R BLINDS LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"13 Kilnamanagh Road, Walkinstown ,Dublin, D12 T3v8",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
AUTOWHEEL SECURITISATION DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),17/01/2018,"3rd Floor, Kilmore House, Park Lane ,Spencer Dock, Dublin 1, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
A PLASTIC FREE PLANET LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Saint James House, 72 Adelaide Road ,Dublin 2, ",Dublin,Leinster,Ireland,[7021] Public Relations And Communication Activities
POWNALL & HAMPSON (IRELAND) LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Greencastle Parade, Coolock ,Dublin 5, ",Dublin,Leinster,Ireland,[4618] Agents Specialised In The Sale Of Other Particular Products
CITYSCAPE GARDENER LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"204 Ashcroft, Raheny ,Dublin 5, ",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
STLC EUROPE THIRTEEN LEASING LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"2 Hume Street, Dublin 2 ",Dublin,Leinster,Ireland,[5110] Passenger Air Transport
VOLOGRAMS LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Apartment 26, Block 3/4 ,Gracepark Manor,Drumcondra, Dublin 9",Dublin,Leinster,Ireland,"[5912] Motion Picture, Video And Television Programme Post-Production Activities"
SUPREMA TISSUE LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"168 South Central, Rockbrook ,Sandyford,Dublin 18, D18 Xe84",Dublin,Leinster,Ireland,[4618] Agents Specialised In The Sale Of Other Particular Products
BLIANA CONSULTANCY LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"127 Sperrin Road, Drimnagh ,Dublin 12, ",Dublin,Leinster,Ireland,[6202] Computer Consultancy Activities
CRAFTYBEARBREWING LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"61 Cloncurry House, Spencer Dock ,Dublin 1, ",Dublin,Leinster,Ireland,[1105] Manufacture Of Beer
SAINT-GOBAIN LIFE SCIENCES IRELAND LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Unit 2003 Orchard Avenue, Citywest Business Campus ,Dublin 24, ",Dublin,Leinster,Ireland,"[2221] Manufacture Of Plastic Plates, Sheets, Tubes And Profiles"
KNOWLEDGE SEARCH OPTIMISATION LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"72 Donnybrook Manor, Donnybrook ,Dublin 4,Ireland",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
S3 ASIC SEMICONDUCTORS LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"South County Business Park, Leopardstown, Dublin 18 ",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
KATECH SOFTWARE LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Guinness Enterprise Centre, Taylor'S Lane ,Dublin 8, ",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
GALLADEN LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"53 Botanic Avenue, Glasnevin ,Dublin 9, ",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
MWP ENGINEERING SOLUTIONS LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"34 Beverly Lawn, Knocklyon, Dublin 16 ",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
RACHEL CARMODY DESIGN LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"1-3 Westmoreland Street, Dublin 2",Dublin,Leinster,Ireland,[7111] Architectural Activities
LEASE TO LEASE LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"18/19 College Green, Dublin 2 ",Dublin,Leinster,Ireland,[8110] Combined Facilities Support Activities
DOUBLE24SQUARE LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"13 Classon House, Dundrum Business Park ,Dundrum D14x9f9",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
PINE MARTEN TECHNOLOGIES LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"3 Reuben Avenue, Rialto ,Dublin 8, ",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
SAKY ENTERPRISE LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Office 29, Clifton House, Fitzwilliam Street Lower ,Dublin 2, ",Dublin,Leinster,Ireland,[4791] Retail Sale Via Mail Order Houses Or Via Internet
GRAB CONSTRUCTION LIMITED,"2 Oakfield, Grangebellew ,Co+427:431",17/01/2018,"31 The Way, Hunter'S Run ,Clonee,Dublin 15",Dublin,Leinster,Ireland,[4399] Other Specialised Construction Activities N.E.C.
STREAMCAST TECHNOLOGIES HOLDINGS LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"A&L Goodbody, 25-28 North Wall Quay ,Dublin 1, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
GTLK EUROPE CAPITAL DESIGNATED ACTIVITY COMPANY,Dac - Designated Activity Company (Limited By Shares),17/01/2018,"2nd Floor, 2 Hume Street, Dublin 2 ,D02 Ft82, ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
G & N INDUSTRIAL AND COMMERCIAL DOORS LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"50 Grangemore Road, Donaghmede ,Dublin 13, ",Dublin,Leinster,Ireland,[4329] Other Construction Installation
JFOC HOLDINGS LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Unit 11a, Greenmount House, Greenmount Office Park, Harold'S Cross Road ,Dublin 6w, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
JFOC PROPERTY LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Unit 11a, Greenmount House, Greenmount Office Park, Harold'S Cross Road ,Dublin 6w, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
CELTIC HIGH SCHOOL LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Carraig Liath, Commons Lane ,Lusk, Co. Dublin, ",Dublin,Leinster,Ireland,[8560] Educational Support Activities
K&D TOYS LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Apt. 46, The Willow, Parkview ,Stepaside, Dublin 18, ",Dublin,Leinster,Ireland,[4791] Retail Sale Via Mail Order Houses Or Via Internet
SIMPLE AND NEW LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Company Bureau Formations Limited, The Black Church ,Saint Mary'S Place North,Dublin 7",Dublin,Leinster,Ireland,[5829] Other Software Publishing
ACCUTOOL HOLDINGS LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Plato Business Park, Damastown ,Dublin 15, ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
SOLUTION-HAUSTUEREN LIMITED,Ltd - Private Company Limited By Shares,17/01/2018,"Suite 2231, 26/27 Upper Pembroke Street ,Dublin 2",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
VIRINTA UNLIMITED COMPANY,Ulc - Private Unlimited Company,17/01/2018,"Unit 4 Parkway House, Ballymount Drive ,Dublin 12,D12 Ecr9",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
MARTANO UNLIMITED COMPANY,Ulc - Private Unlimited Company,17/01/2018,"Unit 4 Parkway House, Ballymount Drive ,Dublin 12,D12 Ecr9",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
ALIBEY UNLIMITED COMPANY,Ulc - Private Unlimited Company,17/01/2018,"Unit 4 Parkway House, Ballymount Drive ,Dublin 12,D12 Ecr9",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
SAMOBOR UNLIMITED COMPANY,Ulc - Private Unlimited Company,17/01/2018,"Unit 4 Parkway House, Ballymount Drive ,Dublin 12,D12 Ecr9",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
DREAMR WORKSHOP LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"6 Hunters Meadow, Hunters Wood ,Ballycullen,Dublin 24",Dublin,Leinster,Ireland,[9003] Artistic Creation
FUTURE CITIZEN INSTITUTE LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"97 St. Stephen'S Green, Dublin 2 ,Ireland, ",Dublin,Leinster,Ireland,[8552] Cultural Education
GARRETH MARTIN FLOORING LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"7 The Wood, Millbrook Lawns ,Tallaght,Dublin 24",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
HARTES & MINDS CAN LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"305a Hampton Lodge, Gracepark Road ,Dublin 9, ",Dublin,Leinster,Ireland,[8891] Child Day-Care Activities
CRYPTO NETWORK MARKETING CNM LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"The Old Station House, 15a Main Street ,Blackrock,Co. Dublin",Dublin,Leinster,Ireland,[4791] Retail Sale Via Mail Order Houses Or Via Internet
SPIRITUELLE VOYANCE LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"The Old Station House, 15a Main Street ,Blackrock,Co. Dublin",Dublin,Leinster,Ireland,"[7490] Other Professional, Scientific And Technical Activities N.E.C."
ARLO TECHNOLOGIES INTERNATIONAL LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"70 Sir John Rogerson'S Quay, Dublin 2 ",Dublin,Leinster,Ireland,[6420] Activities Of Holding Companies
SOCIETAL SCIENCES LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Science Education, Office 3087 ,Arts Building,Trinity College, Dublin",Dublin,Leinster,Ireland,[7220] Research And Experimental Development On Social Sciences And Humanities
DAME STREET MEDICAL LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"16 Dame Street, Dublin 2",Dublin,Leinster,Ireland,[8621] General Medical Practice Activities
ROCK STAR VENTURES LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"8-9 Marino Mart, Fairview ,Dublin 3, ",Dublin,Leinster,Ireland,[6209] Other Information Technology And Computer Service Activities
GLASBAN LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Clonmel House Business Centre, Clonmel House ,Forster Way,Swords, Co. Dublin",Dublin,Leinster,Ireland,[6832] Management Of Real Estate On A Fee Or Contract Basis
WEROW LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"16 Rathmore, The Links ,Station Road,Portmarnock, Co. Dublin",Dublin,Leinster,Ireland,[9311] Operation Of Sports Facilities
CRAFT VISION LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"169 Rockbrook,, South Central, ,Sandyford, Dublin 18.",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
ZALARIS HR SERVICES IRELAND LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Office 6, The Plaza, Greenogue Business Park ,Rathcoole,Co. Dublin, Ireland",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
WANGMANDU CONSULTING LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Apartment 38, South Gate Apartments ,Cork Street,Dublin 8",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
NETFULLY LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"4 Sandyford Hall Grove, Sandyford ,Dublin 18, ",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
LEVISA LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Apartment 40, Rathmines Town Centre ,Rathmines,Dublin 6",Dublin,Leinster,Ireland,[4771] Retail Sale Of Clothing In Specialised Stores
NOSO VISION LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Ellesmere, 10 Tyrconnell Road ,Inchicore,Dublin 8",Dublin,Leinster,Ireland,[1723] Manufacture Of Paper Stationery
FINEURO CAPITAL LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Clifton House, Office 29, Fitzwilliam Street Lower ,Dublin D02xt91, ",Dublin,Leinster,Ireland,[4719] Other Retail Sale In Non-Specialised Stores
BARLEY COVE SUNRISE INVESTMENTS LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"6 Glenbourne Grove, Leopardstown Valley ,Dublin 18, ",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
LJY STORE LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"133 Oliver Plunkett Road, Dun Laoghaire ,Co. Dublin, ",Dublin,Leinster,Ireland,"[4711] Retail Sale In Non-Specialised Stores With Food, Beverages Or Tobacco Predominating"
ROB BANNON IT LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"29 Tynan Hall Park, Kingswood ,Tallaght,Dublin 24",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
MAHI AVIATION LEASING LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"32 Molesworth Street, Dublin 2 ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
PADMA AVIATION LEASING LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"32 Molesworth Street, Dublin 2 ",Dublin,Leinster,Ireland,"[6499] Other Financial Service Activities, Except Insurance And Pension Funding N.E.C."
XLYTICS INNOVATIONS LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"1 The Rise, Main Street ,Blanchardstown, Dublin 15",Dublin,Leinster,Ireland,"[6311] Data Processing, Hosting And Related Activities"
PANDU SOLUTIONS LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Apartment 85, The Holly ,Rockfield,Dundrum, Dublin 16",Dublin,Leinster,Ireland,[7112] Engineering Activities And Related Technical Consultancy
SWEET & SAVOURY LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"23 Aungier Street, Dublin 2 ",Dublin,Leinster,Ireland,"[4724] Retail Sale Of Bread, Cakes, Flour Confectionery And Sugar Confectionery In Specialised Stores"
JCECC LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Office 29, Clifton House ,Fitzwilliam Street Lower,Dublin 2",Dublin,Leinster,Ireland,[4321] Electrical Installation
VLANDA SAFETY LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"4 Bishops Orchard, Tyrellstown ,Dublin 15, ",Dublin,Leinster,Ireland,[8299] Other Business Support Service Activities N.E.C.
CHURCHTOWN STORES LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"46 Rathdown Park, Terenure ,Dublin 6w, ",Dublin,Leinster,Ireland,[5630] Beverage Serving Activities
IRELAND PARTNERSHIP EXHIBITION LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"8 Crow Street, Temple Bar ,Dublin 2, ",Dublin,Leinster,Ireland,[9609] Other Personal Service Activities N.E.C.
MYSENSEI LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Apartment 142, Jervis Place ,Capel Street,Dublin 7",Dublin,Leinster,Ireland,[7022] Business And Other Management Consultancy Activities
WYNZONE LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"Suite 4 & 5, Bridgewater Business Centre, Conyngham Road ,Islandbridge, Dublin 8,D08 T9nh",Dublin,Leinster,Ireland,"[7740] Leasing Of Intellectual Property And Similar Products, Except Copyrighted Works"
CAREER OMEN LIMITED,Ltd - Private Company Limited By Shares,18/01/2018,"The Black Church, St. Mary'S Place ,Dublin D07 P4ax, ",Dublin,Leinster,Ireland,[8299] Other Business Support Service Activities N.E.C.
